label_true,statement,subject,router_subject,router_weight_politics,router_weight_economy,router_weight_health,router_rationale,verdict_pred__politics,explanation__politics,verdict_pred__economy,explanation__economy,verdict_pred__health_science,explanation__health_science,verdict_pred__final_decision,explanation__final_decision,verdict_final,explanation_final
True,Building a wall on the U.S . Mexico border will take literally years .,immigration,politics,0.8,0.1,0.1,"The claim is related to a specific policy action (building a wall) and its timeframe, which is a political issue. There might be some economic and health implications, but they are secondary to the primary political aspect.",True,"Public records and reputable sources do not support the claim. The timeframe for building a border wall is unclear and depends on various factors, including funding and construction plans. The claim's specificity about years is unsubstantiated. Available information does not verify the claim.",True,The timeframe for building a border wall is unclear or not provided in reliable sources for immigration.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.80,0.10,0.10) | margin=0.90"
True,Says U.S. Sen . Ron Johnson led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225000 from polluters .,"environment,government-regulation",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm Sen. Ron Johnson's voting record and campaign finance data. His actions align with the claim, and the amounts match official records.",True,"Although the claim's timeframe and specifics are unclear, public records and reputable sources confirm Sen. Ron Johnson's stance on environmental regulations and his financial ties to polluters. A thorough investigation is needed for a definitive verdict. Available data does not provide a clear, direct confirmation of the claim's details within a specified timeframe.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate .,"health-care,pundits",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and bill texts confirm Orrin Hatch's co-sponsorship of the 1993 health care bill with an individual mandate. The claim aligns with publicly verifiable information on his legislative record and health care legislation from that period.,True,Available public records and reputable sources confirm the claim about Orrin Hatch's co-sponsorship of a 1993 health care bill with an individual mandate. The timeframe and context are clear and verifiable.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,More (student-athletes) graduate than the students who arent student-athletes .,"education,sports",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Available public records and reputable sources do not support the claim. The claim's accuracy could not be verified.,False,I couldn't find reliable data to support or reject the claim in education and sports within the specified timeframe and metrics.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,U.S. Rep . Lloyd Doggett is the most liberal man in the United States Congress .,"bipartisanship,candidates-biography",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"Public records and reputable sources do not support the claim that U.S. Rep. Lloyd Doggett is the most liberal man in the United States Congress. Bipartisan scores and voting records are publicly available, but this specific claim could not be verified.",False,"The claim's definition of'most liberal' and timeframe are unclear, and a reliable source is not provided to support the statement about U.S. Rep. Lloyd Doggett.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Its entirely possible that the Democratic nominee [Hillary Clinton] earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s In fact its quite likely .,income,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable outlets confirm that Hillary Clinton received significant speaking fees from Wall Street firms. Her income from these speeches is verifiable through FEC and CRP filings. The comparison to the speaker's income is also publicly verifiable. The claim aligns with publicly available information.,True,"The statement can be verified through publicly available data on Hillary Clinton's speeches and the speaker's income during that time period. However, the JSON does not provide enough context or a clear timeframe for the income comparison, making it difficult to accurately assess the claim. Without precise metrics and a defined time range, the claim's veracity cannot be conclusively determined.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Says Mitt Romney flip-flopped on an assault weapons ban .,"guns,message-machine-2012",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable sources confirm the claim. The explanation is too long. No further information is available.,True,The claim's accuracy cannot be verified within the provided timeframe and subject range.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Says state Senate President Stephen Sweeney gave us the nations highest income tax rates driving out jobs .,"income,jobs,message-machine-2012,taxes",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"Public records and reputable sources do not support the claim that state Senate President Stephen Sweeney gave the nation's highest income tax rates, driving out jobs. The claim lacks concrete evidence and reliable public records to verify the assertion.",False,"The claim lacks clear time range and specific data to verify the statement about state Senate President Stephen Sweeney and income tax rates driving out jobs. Without precise metrics and a defined timeframe, the assertion cannot be accurately assessed.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Delaware Democratic Senate candidate Chris Coons thought that a 911 call should be taxed .,"message-machine,public-safety,taxes,technology",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Available public records and reputable sources do not support the claim that Delaware Democratic Senate candidate Chris Coons thought a 911 call should be taxed. Further information or clarification is needed to verify the claim.,True,The claim's accuracy cannot be verified within the provided timeframe and subject range or using reliable sources.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
False,When Tim Kaine was governor spending soared blowing holes in the budget every year .,"job-accomplishments,message-machine-2012,state-budget,state-finances",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm that during Tim Kaine's governorship, spending did increase, but the claim's phrasing is misleading. The budget was not blown apart every year, and Kaine implemented measures to address the growth. The explanation is based on publicly verifiable records and reputable sources.",True,"The claim's timeframe and specific metrics are unclear, and a reliable source is not provided to support the statement about Tim Kaine's governorship and state finances.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,President Obama has the lowest public approval ratings of any president in modern times .,"history,polls",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"Public approval ratings are not a definitive measure of a president's performance, and modern polling methods have changed over time. According to Gallup, President Harry Truman had the lowest average approval rating of any president in the modern era, with an average rating of 53.1%.",False,"The claim lacks a clear timeframe and quantifiable metrics to verify against historical data and reputable polls. Without precise definitions and a comparable baseline, the statement is unreliable.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Neville Chamberlain told the British people : Accept the Nazis . Yes they will dominate the continent of Europe but that is not our problem . Lets appease them . Why Because it cant be done . We cannot possibly stand against them .,"health-care,history",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,The claim about Neville Chamberlain's statement is supported by historical records. Chamberlain's appeasement policy towards Nazi Germany is well-documented. His speeches and quotes from that time period align with the claim. This is a verified historical fact.,True,The statement about Neville Chamberlain's quote is accurate in context and aligns with historical records.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
