subjects,statement,label
jobs,The jobs deficit has doubled in two years.,True
homeland-security,U.S. Air Force officials say they have not investigated any alleged security breaches at the Newark Liberty International Airport.,False
elections,"Election watchdog says the United States will hold ""decreeful"" voting system.",False
economy,The government said in November that the budget deficit would be $ 3.1 billion this year.,False
taxes,The Republican Party has begun to oppose any tax increases on the wealthy.,False
gun-control,NRA's gun control advocacy has gained momentum,True
military,Afghanistan's war has become the deadliest war in over a decade,True
crime,"The FBI said a merry chase of criminals was resuming in the city , bringing new concerns after an unusually cold winter.",False
trade,The US and China are a trade power.,False
climate-change,"As a result, global warming is halted, he said.",False
budget,President Obama cites cost of the stimulus plan,False
crime,Police have asked for volunteers to assist them with their investigation.,True
budget,Mr Obama has proposed an increase to the national debt target to 13%.,True
welfare,Welfare has been axed.,True
veterans,The veterans have had a tough time finding health care,False
homeland-security,"Homeland defense officials believe terrorists, including posses people who are trained in explosives",True
health-care,The president said that the bill would not cost America more than $10 billion a year.,False
budget,There are no budget cuts for federal governments,True
welfare,If women want to stay home they must have a job for at least a year.,False
veterans,The new bill would have placed veterans in debt.,False
climate-change,The cost for a typical home that gets heated by hydropower is zero,False
education,"The state will fund schooling for every student, says gov.",False
education,"Schools urged to close because of ""unmet needs"" in the U.S.",False
elections,Some candidates in elections say they are interested in a post-election debate with the presidential candidates.,True
health-care,Obamacare includes a repeal of the tax on health insurance companies .,True
transportation,Transportation in the United States was less traveled in 2001 compared to 2000.,True
jobs,The average monthly wage in Australia is about $13.66.,True
transportation,He was told it was impossible to operate a tanker truck on water.,False
health-care,The president is backing a bill that would make the government to cover health-care costs for uninsured people.,True
immigration,Immigration to Canada has risen since June,False
budget,The spending cuts have been met with criticism from the public.,True
taxes,The tax cuts for the wealthiest Americans are the highest of their careers.,False
